/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_40_920.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_40_920.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_40_920.jpg, 0, 1, 0, 30.19028
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_022.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_022.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_022.jpg, 0, 1, 0, 30.19031
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_133.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_133.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_133.jpg, 0, 1, 0, 30.19032
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_245.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_245.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_245.jpg, 0, 1, 0, 30.19029
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_366.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_366.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_366.jpg, 0, 1, 0, 30.19032
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_468.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_468.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_468.jpg, -0.2793599, 1, 0, 30.17106
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_578.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_578.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_578.jpg, -0.2597011, 1, 0, 30.18777
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_678.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_678.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_678.jpg, 0, 1, 0, 30.18662
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_779.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_779.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_779.jpg, 0, 1, 0, 30.19007
/Users/Victor/Documents/Udacity-Selfdriving/IMG/center_2017_02_05_12_11_41_880.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/left_2017_02_05_12_11_41_880.jpg, /Users/Victor/Documents/Udacity-Selfdriving/IMG/right_2017_02_05_12_11_41_880.jpg, 0, 1, 0, 30.19028
